Graph,Representation,Memory_MB,Avg_BFS_Time_ms,Avg_DFS_Time_ms,BFS_Parent_10_Start1,BFS_Parent_20_Start1,BFS_Parent_30_Start1,BFS_Parent_10_Start2,BFS_Parent_20_Start2,BFS_Parent_30_Start2,BFS_Parent_10_Start3,BFS_Parent_20_Start3,BFS_Parent_30_Start3,DFS_Parent_10_Start1,DFS_Parent_20_Start1,DFS_Parent_30_Start1,DFS_Parent_10_Start2,DFS_Parent_20_Start2,DFS_Parent_30_Start2,DFS_Parent_10_Start3,DFS_Parent_20_Start3,DFS_Parent_30_Start3,Distance_10_20,Distance_10_30,Distance_20_30,Num_Components,Largest_Component,Smallest_Component,Diameter,Approximate_Diameter
grafo_3,AdjacencyList,58592,97.7678,79.2779,-1,-1,141597,158403,75471,-1,158403,319691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,375000,375000,-1,-1
